date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:58:11	583/583	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:11%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/4.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/4.png	(from https://complete.js-pokemon.com/?generation)
15:58:12	6859/6859	---MCZ	200	added ('OK')	text/html	etag:W/%221rgmo3d%22	https://complete.js-pokemon.com/monsters/5	D:web/pokedex/complete.js-pokemon.com/monsters/5.html	(from https://complete.js-pokemon.com/?generation)
15:58:13	141867/141867	---MCZ	200	added ('OK')	text/html	etag:W/%222tjlkp%22	https://complete.js-pokemon.com/?generation=5	D:web/pokedex/complete.js-pokemon.com/index1365.html	(from https://complete.js-pokemon.com/?generation)
15:58:13	68979/68979	---MCZ	200	added ('OK')	text/html	etag:W/%22doj6ew%22	https://complete.js-pokemon.com/?generation=6	D:web/pokedex/complete.js-pokemon.com/indexde9a.html	(from https://complete.js-pokemon.com/?generation)
15:58:13	89081/89081	---MCZ	200	added ('OK')	text/html	etag:W/%221kdr24z%22	https://complete.js-pokemon.com/?generation=7	D:web/pokedex/complete.js-pokemon.com/index7d5a.html	(from https://complete.js-pokemon.com/?generation)
15:58:13	92655/92655	---MCZ	200	added ('OK')	text/html	etag:W/%22qlb0k5%22	https://complete.js-pokemon.com/?generation=8	D:web/pokedex/complete.js-pokemon.com/index8847.html	(from https://complete.js-pokemon.com/?generation)
15:58:13	832/832	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:14%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/5.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/5.png	(from https://complete.js-pokemon.com/?generation)
15:58:13	6875/6875	---MCZ	200	added ('OK')	text/html	etag:W/%221sxbv5c%22	https://complete.js-pokemon.com/monsters/6	D:web/pokedex/complete.js-pokemon.com/monsters/6.html	(from https://complete.js-pokemon.com/?generation)
15:58:13	1330/1330	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:14%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/6.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/6.png	(from https://complete.js-pokemon.com/?generation)
15:58:14	6848/6848	---MCZ	200	added ('OK')	text/html	etag:W/%22fyfr2l%22	https://complete.js-pokemon.com/monsters/7	D:web/pokedex/complete.js-pokemon.com/monsters/7.html	(from https://complete.js-pokemon.com/?generation)
15:58:14	575/575	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:15%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/7.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/7.png	(from https://complete.js-pokemon.com/?generation)
15:58:14	6857/6857	---MCZ	200	added ('OK')	text/html	etag:W/%221jgfyla%22	https://complete.js-pokemon.com/monsters/8	D:web/pokedex/complete.js-pokemon.com/monsters/8.html	(from https://complete.js-pokemon.com/?generation)
15:58:14	946/946	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:15%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/8.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/8.png	(from https://complete.js-pokemon.com/?generation)
15:58:15	6865/6865	---MCZ	200	added ('OK')	text/html	etag:W/%224apbu9%22	https://complete.js-pokemon.com/monsters/9	D:web/pokedex/complete.js-pokemon.com/monsters/9.html	(from https://complete.js-pokemon.com/?generation)
15:58:15	1170/1170	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:16%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/9.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/9.png	(from https://complete.js-pokemon.com/?generation)
15:58:15	6852/6852	---MCZ	200	added ('OK')	text/html	etag:W/%221syewh8%22	https://complete.js-pokemon.com/monsters/10	D:web/pokedex/complete.js-pokemon.com/monsters/10.html	(from https://complete.js-pokemon.com/?generation)
15:58:15	568/568	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:16%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10.png	(from https://complete.js-pokemon.com/?generation)
15:58:16	6850/6850	---MCZ	200	added ('OK')	text/html	etag:W/%22jojcso%22	https://complete.js-pokemon.com/monsters/11	D:web/pokedex/complete.js-pokemon.com/monsters/11.html	(from https://complete.js-pokemon.com/?generation)
15:58:16	409/409	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:17%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/11.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/11.png	(from https://complete.js-pokemon.com/?generation)
15:58:16	6882/6882	---MCZ	200	added ('OK')	text/html	etag:W/%221g0403p%22	https://complete.js-pokemon.com/monsters/12	D:web/pokedex/complete.js-pokemon.com/monsters/12.html	(from https://complete.js-pokemon.com/?generation)
15:58:16	925/925	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:17%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/12.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/12.png	(from https://complete.js-pokemon.com/?generation)
15:58:17	6858/6858	---MCZ	200	added ('OK')	text/html	etag:W/%221qfuhhg%22	https://complete.js-pokemon.com/monsters/13	D:web/pokedex/complete.js-pokemon.com/monsters/13.html	(from https://complete.js-pokemon.com/?generation)
15:58:17	465/465	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:17%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/13.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/13.png	(from https://complete.js-pokemon.com/?generation)
15:58:17	6862/6862	---MCZ	200	added ('OK')	text/html	etag:W/%221vaj0rm%22	https://complete.js-pokemon.com/monsters/14	D:web/pokedex/complete.js-pokemon.com/monsters/14.html	(from https://complete.js-pokemon.com/?generation)
15:58:17	445/445	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:18%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/14.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/14.png	(from https://complete.js-pokemon.com/?generation)
15:58:18	6869/6869	---MCZ	200	added ('OK')	text/html	etag:W/%22uek88k%22	https://complete.js-pokemon.com/monsters/15	D:web/pokedex/complete.js-pokemon.com/monsters/15.html	(from https://complete.js-pokemon.com/?generation)
15:58:18	1019/1019	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:18%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/15.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/15.png	(from https://complete.js-pokemon.com/?generation)
15:58:18	6865/6865	---MCZ	200	added ('OK')	text/html	etag:W/%2230crrm%22	https://complete.js-pokemon.com/monsters/16	D:web/pokedex/complete.js-pokemon.com/monsters/16.html	(from https://complete.js-pokemon.com/?generation)
15:58:18	557/557	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:19%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/16.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/16.png	(from https://complete.js-pokemon.com/?generation)
15:58:18	6885/6885	---MCZ	200	added ('OK')	text/html	etag:W/%22q590he%22	https://complete.js-pokemon.com/monsters/17	D:web/pokedex/complete.js-pokemon.com/monsters/17.html	(from https://complete.js-pokemon.com/?generation)
15:58:19	1221/1221	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:19%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/17.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/17.png	(from https://complete.js-pokemon.com/?generation)
15:58:19	6871/6871	---MCZ	200	added ('OK')	text/html	etag:W/%2277383a%22	https://complete.js-pokemon.com/monsters/18	D:web/pokedex/complete.js-pokemon.com/monsters/18.html	(from https://complete.js-pokemon.com/?generation)
15:58:19	955/955	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:20%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/18.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/18.png	(from https://complete.js-pokemon.com/?generation)
15:58:19	6854/6854	---MCZ	200	added ('OK')	text/html	etag:W/%22slr51m%22	https://complete.js-pokemon.com/monsters/19	D:web/pokedex/complete.js-pokemon.com/monsters/19.html	(from https://complete.js-pokemon.com/?generation)
15:58:19	565/565	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:20%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/19.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/19.png	(from https://complete.js-pokemon.com/?generation)
15:58:20	6860/6860	---MCZ	200	added ('OK')	text/html	etag:W/%221o2d0rs%22	https://complete.js-pokemon.com/monsters/20	D:web/pokedex/complete.js-pokemon.com/monsters/20.html	(from https://complete.js-pokemon.com/?generation)
15:58:20	894/894	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:21%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/20.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/20.png	(from https://complete.js-pokemon.com/?generation)
15:58:20	6866/6866	---MCZ	200	added ('OK')	text/html	etag:W/%221pgqvdw%22	https://complete.js-pokemon.com/monsters/21	D:web/pokedex/complete.js-pokemon.com/monsters/21.html	(from https://complete.js-pokemon.com/?generation)
15:58:20	582/582	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:21%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/21.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/21.png	(from https://complete.js-pokemon.com/?generation)
15:58:21	6867/6867	---MCZ	200	added ('OK')	text/html	etag:W/%222as6sc%22	https://complete.js-pokemon.com/monsters/22	D:web/pokedex/complete.js-pokemon.com/monsters/22.html	(from https://complete.js-pokemon.com/?generation)
15:58:21	1302/1302	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:22%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/22.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/22.png	(from https://complete.js-pokemon.com/?generation)
15:58:21	6843/6843	---MCZ	200	added ('OK')	text/html	etag:W/%221klhraw%22	https://complete.js-pokemon.com/monsters/23	D:web/pokedex/complete.js-pokemon.com/monsters/23.html	(from https://complete.js-pokemon.com/?generation)
15:58:21	678/678	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:22%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/23.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/23.png	(from https://complete.js-pokemon.com/?generation)
15:58:22	6842/6842	---MCZ	200	added ('OK')	text/html	etag:W/%22bj1zbh%22	https://complete.js-pokemon.com/monsters/24	D:web/pokedex/complete.js-pokemon.com/monsters/24.html	(from https://complete.js-pokemon.com/?generation)
15:58:22	945/945	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:23%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/24.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/24.png	(from https://complete.js-pokemon.com/?generation)
15:58:22	6858/6858	---MCZ	200	added ('OK')	text/html	etag:W/%22sgdyvh%22	https://complete.js-pokemon.com/monsters/25	D:web/pokedex/complete.js-pokemon.com/monsters/25.html	(from https://complete.js-pokemon.com/?generation)
15:58:22	597/597	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:23%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/25.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/25.png	(from https://complete.js-pokemon.com/?generation)
15:58:23	6854/6854	---MCZ	200	added ('OK')	text/html	etag:W/%22p9hwv6%22	https://complete.js-pokemon.com/monsters/26	D:web/pokedex/complete.js-pokemon.com/monsters/26.html	(from https://complete.js-pokemon.com/?generation)
15:58:23	938/938	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:23%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/26.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/26.png	(from https://complete.js-pokemon.com/?generation)
15:58:23	6867/6867	---MCZ	200	added ('OK')	text/html	etag:W/%221pwobyr%22	https://complete.js-pokemon.com/monsters/27	D:web/pokedex/complete.js-pokemon.com/monsters/27.html	(from https://complete.js-pokemon.com/?generation)
15:58:23	586/586	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:24%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/27.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/27.png	(from https://complete.js-pokemon.com/?generation)
15:58:23	6871/6871	---MCZ	200	added ('OK')	text/html	etag:W/%22yxdn5f%22	https://complete.js-pokemon.com/monsters/28	D:web/pokedex/complete.js-pokemon.com/monsters/28.html	(from https://complete.js-pokemon.com/?generation)
15:58:24	831/831	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:24%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/28.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/28.png	(from https://complete.js-pokemon.com/?generation)
15:58:24	6867/6867	---MCZ	200	added ('OK')	text/html	etag:W/%2213orf15%22	https://complete.js-pokemon.com/monsters/29	D:web/pokedex/complete.js-pokemon.com/monsters/29.html	(from https://complete.js-pokemon.com/?generation)
15:58:24	493/493	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:25%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/29.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/29.png	(from https://complete.js-pokemon.com/?generation)
15:58:24	6862/6862	---MCZ	200	added ('OK')	text/html	etag:W/%22axs4xa%22	https://complete.js-pokemon.com/monsters/30	D:web/pokedex/complete.js-pokemon.com/monsters/30.html	(from https://complete.js-pokemon.com/?generation)
15:58:24	706/706	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:25%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/30.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/30.png	(from https://complete.js-pokemon.com/?generation)
15:58:25	6881/6881	---MCZ	200	added ('OK')	text/html	etag:W/%221c42xq1%22	https://complete.js-pokemon.com/monsters/31	D:web/pokedex/complete.js-pokemon.com/monsters/31.html	(from https://complete.js-pokemon.com/?generation)
15:58:25	1067/1067	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:26%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/31.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/31.png	(from https://complete.js-pokemon.com/?generation)
15:58:25	6865/6865	---MCZ	200	added ('OK')	text/html	etag:W/%222t9h2o%22	https://complete.js-pokemon.com/monsters/32	D:web/pokedex/complete.js-pokemon.com/monsters/32.html	(from https://complete.js-pokemon.com/?generation)
15:58:25	534/534	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:26%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/32.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/32.png	(from https://complete.js-pokemon.com/?generation)
15:58:26	6859/6859	---MCZ	200	added ('OK')	text/html	etag:W/%221pjs7mf%22	https://complete.js-pokemon.com/monsters/33	D:web/pokedex/complete.js-pokemon.com/monsters/33.html	(from https://complete.js-pokemon.com/?generation)
15:58:26	767/767	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:27%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/33.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/33.png	(from https://complete.js-pokemon.com/?generation)
15:58:26	6860/6860	---MCZ	200	added ('OK')	text/html	etag:W/%2210u1bw9%22	https://complete.js-pokemon.com/monsters/34	D:web/pokedex/complete.js-pokemon.com/monsters/34.html	(from https://complete.js-pokemon.com/?generation)
15:58:26	1263/1263	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:27%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/34.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/34.png	(from https://complete.js-pokemon.com/?generation)
15:58:27	6854/6854	---MCZ	200	added ('OK')	text/html	etag:W/%221jn0xnq%22	https://complete.js-pokemon.com/monsters/35	D:web/pokedex/complete.js-pokemon.com/monsters/35.html	(from https://complete.js-pokemon.com/?generation)
15:58:27	580/580	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:27%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/35.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/35.png	(from https://complete.js-pokemon.com/?generation)
15:58:27	6858/6858	---MCZ	200	added ('OK')	text/html	etag:W/%22fllog4%22	https://complete.js-pokemon.com/monsters/36	D:web/pokedex/complete.js-pokemon.com/monsters/36.html	(from https://complete.js-pokemon.com/?generation)
15:58:27	725/725	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:28%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/36.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/36.png	(from https://complete.js-pokemon.com/?generation)
15:58:27	6845/6845	---MCZ	200	added ('OK')	text/html	etag:W/%22xzjak0%22	https://complete.js-pokemon.com/monsters/37	D:web/pokedex/complete.js-pokemon.com/monsters/37.html	(from https://complete.js-pokemon.com/?generation)
15:58:27	749/749	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:28%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/37.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/37.png	(from https://complete.js-pokemon.com/?generation)
15:58:28	6864/6864	---MCZ	200	added ('OK')	text/html	etag:W/%221jo4fos%22	https://complete.js-pokemon.com/monsters/38	D:web/pokedex/complete.js-pokemon.com/monsters/38.html	(from https://complete.js-pokemon.com/?generation)
15:58:28	1054/1054	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:29%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/38.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/38.png	(from https://complete.js-pokemon.com/?generation)
15:58:28	6888/6888	---MCZ	200	added ('OK')	text/html	etag:W/%22n6llin%22	https://complete.js-pokemon.com/monsters/39	D:web/pokedex/complete.js-pokemon.com/monsters/39.html	(from https://complete.js-pokemon.com/?generation)
15:58:28	492/492	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:29%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/39.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/39.png	(from https://complete.js-pokemon.com/?generation)
15:58:29	6887/6887	---MCZ	200	added ('OK')	text/html	etag:W/%221tbesk7%22	https://complete.js-pokemon.com/monsters/40	D:web/pokedex/complete.js-pokemon.com/monsters/40.html	(from https://complete.js-pokemon.com/?generation)
15:58:29	718/718	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:30%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/40.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/40.png	(from https://complete.js-pokemon.com/?generation)
15:58:29	6859/6859	---MCZ	200	added ('OK')	text/html	etag:W/%221p3i85t%22	https://complete.js-pokemon.com/monsters/41	D:web/pokedex/complete.js-pokemon.com/monsters/41.html	(from https://complete.js-pokemon.com/?generation)
15:58:29	577/577	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jun%202024%2013:58:30%20GMT	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/41.png	D:web/pokedex/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/41.png	(from https://complete.js-pokemon.com/?generation)
15:58:30	6863/6863	---MCZ	200	added ('OK')	text/html	etag:W/%22otzyk9%22	https://complete.js-pokemon.com/monsters/42	D:web/pokedex/complete.js-pokemon.com/monsters/42.html	(from https://complete.js-pokemon.com/?generation)
